W	N1	N2	N3	R	anotacion
0.18435004	0.41185203	98.84612	0.30166668	0.25600284	2
0.101014934	0.18950897	99.420105	0.16668522	0.12268184	2
0.16680118	0.30167937	99.08851	0.26356125	0.17944774	2
99.753586	0.06608996	0.07813876	0.05634004	0.0458362	0
0.7788551	97.355804	1.0078918	0.40215495	0.4553007	1
1.3880649	3.8975055	89.82349	3.693001	1.197953	2
0.48386014	0.86103976	96.97992	1.2357982	0.43938392	2
0.14444965	0.279416	99.16892	0.26349345	0.14372203	2
0.23093338	0.52973855	98.570625	0.42745233	0.24124914	2
1.8542054	1.8016862	9.613575	85.04973	1.6808057	3
1.8365407	1.7553548	9.846375	84.92529	1.6364363	3
0.30605286	0.56428134	97.96399	0.8385668	0.3271032	2
2.4255536	3.0556476	81.23154	11.267745	2.0195093	2
2.1951962	2.7956073	82.447876	10.608915	1.952407	2
1.8213313	2.073542	84.287	10.092665	1.7254632	2
0.37977022	0.586272	97.526566	1.1179173	0.38948062	2
0.8305425	0.7188777	2.479933	95.297714	0.67292833	3
5.948287	80.834595	8.442162	2.5637531	2.2112014	1
1.0045682	2.8819096	93.373146	1.8336588	0.9067216	2
0.82454735	0.77461374	2.7904077	94.92542	0.6850113	3
1.9275606	2.0271	10.767906	83.55177	1.7256571	3
1.0299985	0.9882657	3.9677591	93.123215	0.8907588	3
0.36995232	0.3316173	0.98672324	97.99697	0.31473202	3
0.20848003	0.1856063	0.4924877	98.93356	0.17986189	3
0.15074204	0.13205168	0.3288123	99.259094	0.12930124	3
0.13509206	0.11547201	0.28126815	99.35505	0.113120966	3
0.18346605	0.14861391	0.37859744	99.1446	0.14471647	3
2.7176452	2.184039	89.801834	4.215793	1.0806859	2
1.4674848	2.013711	88.98812	6.303655	1.2270284	2
1.831103	2.285586	84.46245	9.796493	1.6243659	2
0.42758617	0.38007182	1.2432855	97.57707	0.37198767	3
0.1884728	0.16307439	0.43863925	99.047264	0.16254693	3
0.15657893	0.13480182	0.35069415	99.22293	0.13499002	3
0.1415084	0.11975343	0.30734494	99.30971	0.1216929	3
0.15453579	0.13255809	0.33481354	99.24601	0.13208087	3
0.11855195	0.10183846	0.24947777	99.42788	0.10225277	3
0.107434064	0.08964322	0.215019	99.49786	0.09003347	3
0.16605097	0.12932214	0.3229616	99.25497	0.12669471	3
5.602493	3.4121149	81.56601	7.7559514	1.6634296	2
1.0329168	1.6247213	94.18517	2.4198155	0.7373736	2
1.7907355	1.7050909	7.468965	87.69248	1.3427238	3
1.545595	2.0337996	87.67198	7.366851	1.3817672	2
2.39301	3.3450387	84.47562	8.052319	1.7340186	2
2.9281638	2.4717226	84.70015	8.339627	1.5603412	2
0.46843895	0.8528987	97.04222	1.1985692	0.43786913	2
1.7587247	2.5732465	88.39699	5.8979764	1.3730586	2
1.3225046	2.1002076	91.39472	4.0828605	1.0996985	2
1.8722464	1.7904991	10.228227	84.3802	1.7288232	3
0.4454468	0.39167535	1.3184906	97.449684	0.3947027	3
0.23980998	0.20600799	0.59594905	98.748215	0.2100141	3
1.9130216	1.9388937	11.288844	83.0788	1.7804463	3
0.19155392	0.16759296	0.4587607	99.01126	0.17083752	3
0.13445556	0.11639135	0.29509336	99.33483	0.119223654	3
0.1131095	0.096124105	0.23626359	99.45506	0.099437915	3
0.12167819	0.10002003	0.25081295	99.42332	0.10417069	3
0.21274774	0.15311311	0.39065623	99.085396	0.1580856	3
98.45526	0.41185552	0.53733253	0.3590951	0.23644641	0
1.2666903	2.4571419	92.95412	2.5121343	0.80991805	2
0.4150409	0.79132754	97.8513	0.63840544	0.30392036	2
1.7710475	1.1979021	94.737755	1.7219292	0.57136655	2
2.271421	3.3189871	82.90911	9.7816105	1.7188714	2
0.31618106	0.53530014	98.16497	0.7026793	0.28087214	2
1.2983192	1.1775122	5.472537	90.95735	1.0942792	3
2.2272983	3.4060194	82.32013	10.103559	1.9429946	2
1.7841803	1.6877589	9.343298	85.56084	1.6239177	3
1.0583943	0.9671559	4.1196685	92.92492	0.92985195	3
1.6803881	2.4986181	87.126564	7.1062856	1.5881408	2
0.34874293	0.30311072	0.949407	98.09489	0.30385762	3
0.3973388	0.3464235	1.0882018	97.82254	0.34549582	3
0.13643341	0.11869617	0.29907477	99.325676	0.12011586	3
0.107675776	0.09338915	0.22471862	99.47923	0.09498483	3
0.08741472	0.07543079	0.17437705	99.58551	0.07727026	3
0.07616104	0.06557805	0.14792854	99.64288	0.06744741	3
0.06940097	0.05980422	0.13286693	99.676285	0.061637547	3
0.062312327	0.05355099	0.11697544	99.71167	0.055494614	3
0.058470543	0.05009813	0.10852482	99.73087	0.052030507	3
0.05722983	0.04873841	0.10560595	99.73772	0.050707914	3
0.060511496	0.05088782	0.11183994	99.723755	0.053003278	3
0.073795855	0.060168475	0.13728042	99.66594	0.062812544	3
0.1933236	0.14379774	0.35920957	99.15947	0.14419743	3
7.0898337	5.1774883	82.12871	3.9072647	1.6967019	2
0.5356794	1.117813	96.8575	1.031874	0.45712832	2
2.1314662	3.2301354	86.43547	6.6382713	1.5646534	2
0.9376264	0.85652524	3.5569646	93.8298	0.8190804	3
0.6376155	1.0087638	95.71239	2.0101118	0.6311181	2
1.8291423	1.7447926	9.815623	84.944595	1.6658478	3
1.0142761	0.9116683	3.8770843	93.28717	0.9098052	3
0.85323554	0.7595572	3.018526	94.61339	0.75529444	3
0.26612577	0.2326881	0.68507135	98.57825	0.23787498	3
0.27759454	0.24126735	0.6975772	98.535774	0.2477857	3
1.272476	3.2130115	90.25447	3.7563763	1.5036677	2
0.818364	0.6997598	2.59688	95.18491	0.70008695	3
1.0521963	1.874528	94.39114	1.9164525	0.76568127	2
1.1372522	0.9702262	3.8938951	93.08089	0.9177413	3
2.803134	2.2408855	91.6601	2.3039885	0.991882	2
1.0742227	2.916102	93.71985	1.3757975	0.91403884	2
0.35276312	0.67347896	97.74495	0.87083715	0.3579735	2
0.8544313	1.3938084	94.62478	2.3497972	0.7771851	2
0.49594492	0.71645284	96.6521	1.6257901	0.50970393	2
1.1241939	1.6938041	92.37888	3.7427723	1.0603517	2
0.62516165	0.56043726	2.0913448	96.152916	0.5701396	3
0.35021502	0.3078182	0.98336136	98.04406	0.3145406	3
0.3842992	0.33234543	1.0712093	97.86793	0.3442183	3
0.2451008	0.21075955	0.6102606	98.71517	0.21870166	3
0.13625367	0.118184	0.30464393	99.3184	0.122524194	3
0.10583223	0.091454655	0.22401722	99.4835	0.09520289	3
0.088618256	0.07644655	0.18086495	99.57411	0.07996134	3
0.077625655	0.066845596	0.15439531	99.63088	0.07025481	3
0.06878199	0.059164107	0.1337346	99.67579	0.0625279	3
0.061829843	0.05315836	0.11802822	99.71055	0.056439646	3
0.05575528	0.047913335	0.10464338	99.740616	0.05106778	3
0.050833296	0.0436466	0.09398872	99.76487	0.04665519	3
0.046515424	0.039904024	0.08477357	99.78604	0.042760994	3
0.042704124	0.036598112	0.076759055	99.804634	0.03930511	3
0.039294075	0.033637024	0.06965975	99.82122	0.036184087	3
0.036313504	0.031049913	0.06353519	99.83565	0.03345165	3
0.03381245	0.028877523	0.058457557	99.8477	0.031148192	3
0.031577963	0.026935473	0.053971644	99.85844	0.029078234	3
0.029514614	0.025150556	0.049900334	99.86826	0.027173188	3
0.027778367	0.023645243	0.046501886	99.87652	0.025554173	3
0.02624647	0.022320313	0.043535344	99.88377	0.024131583	3
0.02488733	0.021148684	0.040931795	99.89015	0.022877363	3
0.023700338	0.020126062	0.03867351	99.89573	0.021772582	3
0.022693349	0.019260542	0.036784116	99.90041	0.020845607	3
0.02174439	0.01844812	0.035008725	99.90484	0.019964546	3
0.02094338	0.01776114	0.03351874	99.90856	0.019215813	3
0.020216469	0.017138282	0.03217868	99.91192	0.018548338	3
0.01957153	0.016585974	0.030992366	99.9149	0.0179469	3
0.018984042	0.016083598	0.02991608	99.91762	0.017396297	3
0.01851322	0.01567738	0.02905941	99.9198	0.01695626	3
0.01808197	0.015306341	0.028276045	99.92178	0.01655309	3
0.017691452	0.014970827	0.02756947	99.923584	0.016189752	3
0.017315187	0.014648734	0.026886782	99.925316	0.01583673	3
0.016975354	0.014358564	0.02627316	99.92688	0.015518447	3
0.016662009	0.014090636	0.025709212	99.928314	0.015225192	3
0.01639529	0.013860881	0.025234543	99.92952	0.014982355	3
0.016153693	0.013652907	0.024803724	99.930626	0.014759236	3
0.01592131	0.013454766	0.024391335	99.931694	0.014545236	3
0.01570363	0.013269259	0.02400495	99.932686	0.01434511	3
0.015503363	0.0130980825	0.023651564	99.933586	0.014162767	3
0.0153273195	0.012947194	0.023340711	99.93438	0.014003961	3
0.01516503	0.012808922	0.023055775	99.93511	0.013859334	3
0.01501666	0.012682262	0.022794966	99.93578	0.013725825	3
0.014877705	0.012564129	0.022550996	99.93641	0.013601748	3
0.014762809	0.012466826	0.022351597	99.93692	0.01350168	3
0.014641177	0.01236518	0.022139797	99.93746	0.013394289	3
0.014554917	0.012292126	0.02199111	99.93784	0.013321107	3
0.014494	0.01224024	0.021888468	99.9381	0.013275778	3
0.0144371195	0.01219278	0.021792304	99.93835	0.013232852	3
0.0144029455	0.0121657	0.02173989	99.93847	0.013218231	3
0.0143647995	0.0121370815	0.02167903	99.93862	0.0131962355	3
0.014366514	0.012142313	0.021689551	99.93858	0.013213088	3
0.014431341	0.012199584	0.021810537	99.93826	0.01329152	3
0.014554441	0.012306172	0.022033822	99.93768	0.013428192	3
0.014756508	0.012480955	0.022398015	99.93672	0.01364326	3
0.015089306	0.012764704	0.022990366	99.93518	0.013973063	3
0.015604904	0.013204853	0.023917956	99.9328	0.014476516	3
0.01638854	0.013870464	0.025323996	99.92919	0.015229455	3
0.017758323	0.015015639	0.02779586	99.9229	0.016532514	3
0.020011216	0.016882248	0.03189474	99.91255	0.018656656	3
0.023386048	0.019652389	0.038141046	99.89701	0.021814559	3
0.02913041	0.024333512	0.049112625	99.870255	0.027172247	3
0.041593656	0.03427632	0.07348201	99.81204	0.03860792	3
0.115235835	0.09409477	0.23444074	99.444374	0.111856915	3
2.044102	3.116958	80.60449	7.9253464	6.309104	2
0.7035752	1.0636861	95.09704	1.517213	1.6184847	2
2.9435625	9.894611	73.43234	3.1243134	10.605166	2
2.1717594	92.111786	2.602977	0.9474551	2.1660209	1
0.44019973	1.0603911	97.24518	0.56981796	0.68441045	2
0.32924256	0.69804806	97.81666	0.44153616	0.714506	2
2.059831	6.5577226	7.39145	2.1569386	81.83407	4
3.8830411	16.194376	10.4179535	3.00586	66.498764	4
2.8827343	80.94885	4.903865	1.7683426	9.496214	1
1.5583702	5.10576	4.609974	1.5610179	87.16488	4
0.9898288	2.7615066	2.5883074	0.982645	92.67771	4
1.6038271	4.8968377	4.90049	1.4698255	87.12902	4
2.0375304	5.5699472	8.730813	2.0315459	81.630165	4
0.31165642	0.6709284	0.66348785	0.30009237	98.05384	4
0.23288378	0.48362404	0.45411825	0.2206756	98.6087	4
0.17244214	0.3371024	0.32524416	0.1654736	98.99974	4
0.11562651	0.210112	0.20559318	0.112017326	99.35666	4
0.12860352	0.2500791	0.21484788	0.113312736	99.293144	4
0.12606491	0.24167725	0.21096016	0.11102338	99.31027	4
0.19928287	0.40161785	0.3561734	0.17090242	98.87203	4
0.22497834	0.47958657	0.38579112	0.18924493	98.7204	4
0.17671247	0.35579216	0.31543338	0.16100638	98.99105	4
0.06633395	0.1116079	0.09209196	0.05640516	99.67355	4
0.12522161	0.24132587	0.1851625	0.105489396	99.3428	4
0.13248956	0.2605653	0.2045186	0.11455978	99.28786	4
0.07240404	0.1292777	0.10262748	0.0669686	99.62873	4
0.08939364	0.16449851	0.124508	0.07997009	99.541626	4
0.046566404	0.07518957	0.06496197	0.040683836	99.772606	4
0.30358642	0.64581895	0.57871145	0.2563674	98.21551	4
0.12963688	0.24447326	0.18967675	0.10538846	99.330826	4
0.24615526	0.51641864	0.39531595	0.19675237	98.64536	4
0.38510036	0.8966933	0.73791647	0.34298605	97.63731	4
0.45083728	1.0906441	0.79643524	0.37659827	97.28548	4
0.61860126	1.5598692	1.2854496	0.51288855	96.023186	4
0.24714705	0.52664846	0.3875515	0.20443624	98.63422	4
0.23870099	0.4989875	0.39730898	0.20883	98.65618	4
0.22007197	0.42011574	0.30819103	0.17660162	98.87502	4
3.951794	4.9916058	2.7061455	1.4983622	86.8521	4
0.8322917	96.186485	1.1566367	0.46728024	1.3573022	1
1.7189344	88.947495	4.657743	1.2459843	3.429855	1
1.9185617	8.058311	85.372505	1.7970486	2.853572	2
2.007375	9.602922	82.901726	2.0082662	3.4797065	2
0.980336	3.5146694	92.69443	1.1061232	1.7044408	2
0.091521434	0.18039562	99.44941	0.13491823	0.14375715	2
0.04576134	0.07615087	99.734764	0.07697598	0.06634525	2
0.049850274	0.07657855	99.71349	0.093256906	0.06681919	2
0.092023134	0.14921471	99.44825	0.19301611	0.11749186	2
0.09105481	0.14343129	99.47323	0.17847273	0.11381248	2
0.065662384	0.118264824	99.6131	0.11425325	0.08872509	2
0.03960621	0.055625442	99.78476	0.07291765	0.04708998	2
0.05139371	0.07651468	99.7144	0.094437	0.06325111	2
0.062980235	0.09123842	99.64948	0.12117013	0.07512634	2
0.049068645	0.07317964	99.72635	0.09320202	0.058200404	2
1.7219589	1.8294772	86.17579	8.529966	1.74281	2
0.08821401	0.12595294	99.498764	0.18492493	0.10214477	2
0.10957608	0.15042758	99.38495	0.2339476	0.12110167	2
