W	N1	N2	N3	R	anotacion
99.98824	0.0033348715	0.0029340093	0.0026398527	0.002847644	0
99.98893	0.003188348	0.002800503	0.0024962062	0.0025867224	0
99.988464	0.003350526	0.0029225606	0.0025937213	0.002670497	0
99.98699	0.003826468	0.003301351	0.0029114066	0.0029724557	0
99.98383	0.0048710704	0.0040882896	0.0035750978	0.0036410643	0
99.97748	0.0069811796	0.0056665656	0.004930824	0.0049412446	0
99.97511	0.0077304533	0.0062883664	0.005464916	0.0054075196	0
99.96636	0.010717621	0.008436043	0.007269065	0.0072098393	0
99.95279	0.015414784	0.011724749	0.010099087	0.0099718645	0
99.8932	0.037274603	0.025617316	0.02187028	0.022031637	0
98.260735	0.81465477	0.34982556	0.2768709	0.29791605	0
93.49386	3.4614835	1.2102225	0.8429735	0.9914587	0
2.4040651	95.11419	1.0479876	0.67388195	0.7598789	1
0.684361	98.33146	0.43725553	0.26343396	0.28348908	1
0.2887833	99.18629	0.2401008	0.13659315	0.1482376	1
0.20051904	99.35641	0.20980838	0.11270727	0.1205627	1
0.19738518	99.40466	0.17829385	0.099990435	0.11967489	1
0.18308455	99.439026	0.17043185	0.09458724	0.112867706	1
0.15715311	99.4973	0.15649351	0.086310856	0.102742404	1
0.1842029	99.43527	0.17236009	0.09550563	0.11265462	1
0.154058	99.46481	0.17660722	0.09336516	0.1111585	1
0.17719741	99.36448	0.21720813	0.108526185	0.13259034	1
0.24944898	99.05303	0.34552252	0.1563487	0.1956582	1
0.75722706	96.5847	1.5227208	0.51515627	0.6201978	1
0.4382462	98.30531	0.66402894	0.25288883	0.339513	1
0.32556307	0.8143128	98.104385	0.44308203	0.31264687	2
0.26902294	0.54628277	98.52758	0.37850538	0.27860734	2
0.12838028	0.2548308	99.27111	0.21787563	0.127796	2
0.25573593	0.48471433	98.61931	0.38691923	0.2533181	2
0.13319501	0.21772164	99.31469	0.21399602	0.12039869	2
1.2203783	3.4681513	93.1064	1.306409	0.8986629	2
0.8018942	2.117427	95.55519	0.8777178	0.6477745	2
0.17281649	0.27365923	99.13178	0.27466244	0.14708234	2
4.4665895	75.99838	14.744483	2.3477535	2.4427955	1
0.14818236	0.28460783	99.216705	0.2193169	0.13118128	2
0.061208922	0.097592615	99.68239	0.10350028	0.055312134	2
0.040960975	0.06219009	99.79698	0.062274247	0.037600897	2
0.044015735	0.06587027	99.78137	0.06876235	0.03998665	2
0.08395665	0.1413857	99.5717	0.12920588	0.07374902	2
0.1535235	0.21141084	99.207664	0.30082798	0.1265709	2
0.43552658	0.73717564	97.85543	0.68464917	0.28721967	2
0.09449663	0.17245845	99.501595	0.14832029	0.08312979	2
0.053360052	0.078218885	99.72552	0.094811246	0.04809215	2
0.11838865	0.14954452	99.38351	0.24696365	0.1015886	2
0.05990701	0.09578385	99.690094	0.10116155	0.053051133	2
0.08073865	0.113013014	99.580666	0.1549262	0.07065596	2
0.5932643	0.68743825	96.42417	1.8143741	0.48074666	2
0.8109671	1.3002921	96.099686	1.3219117	0.46714124	2
0.4378242	0.61905897	97.25785	1.3016968	0.38356647	2
0.50402415	0.69627905	96.74199	1.6090736	0.44863784	2
0.73654765	0.95301765	94.93574	2.7063262	0.66837615	2
0.72352505	0.68054926	2.5650237	95.39178	0.6391269	3
0.2701647	0.24495825	0.70441574	98.54287	0.23759012	3
0.23512684	0.21615173	0.60108835	98.739555	0.20807083	3
0.090421885	0.08099195	0.18734966	99.56015	0.08108593	3
0.08569071	0.07724382	0.17733188	99.5827	0.07703052	3
0.043225497	0.038604666	0.07925266	99.799576	0.039341506	3
0.03923317	0.035329036	0.071269654	99.81827	0.035893366	3
0.020167196	0.018019337	0.032750294	99.91067	0.018388644	3
0.015833165	0.0141371535	0.024778511	99.930885	0.01436383	3
0.013530489	0.012071158	0.020664345	99.94151	0.012216253	3
0.012203421	0.010878466	0.018349117	99.947586	0.010982319	3
0.011323204	0.01008033	0.016833566	99.9516	0.0101630185	3
0.0107156355	0.009534031	0.01581076	99.95432	0.009610141	3
0.010231216	0.009092526	0.014992958	99.95652	0.009164437	3
0.009874238	0.008766305	0.014395538	99.95812	0.008836693	3
0.009581852	0.008495401	0.013903118	99.95946	0.008565773	3
0.009347876	0.008279566	0.013514502	99.96051	0.008351139	3
0.0091546085	0.008100052	0.013193732	99.96137	0.00817418	3
0.009000662	0.007956012	0.012937459	99.96207	0.008033563	3
0.008875483	0.007836781	0.012726396	99.96264	0.007917597	3
0.008776981	0.0077429567	0.0125623075	99.96309	0.007826277	3
0.008700545	0.007927374	0.012271668	99.96316	0.007944961	3
0.00855135	0.007775475	0.012018112	99.96387	0.0077903545	3
0.008397791	0.0076365373	0.011777603	99.96454	0.0076499702	3
0.008263883	0.0075145117	0.011568159	99.96513	0.007526401	3
0.008146769	0.0074017677	0.011377853	99.96566	0.0074126665	3
0.008043562	0.007301916	0.011208787	99.96613	0.0073097106	3
0.007938945	0.007201496	0.011042089	99.966606	0.0072114207	3
0.007862981	0.0071278634	0.010919296	99.96696	0.007136669	3
0.0077958633	0.0070797075	0.010825597	99.967224	0.0070766546	3
0.0077324067	0.007013612	0.010717925	99.96753	0.0070092874	3
0.0076680947	0.0069525996	0.010616179	99.96781	0.0069484254	3
0.007616516	0.006902615	0.010533621	99.96805	0.006900922	3
0.00758319	0.0068837153	0.010498182	99.968185	0.0068516694	3
0.007562861	0.006849497	0.010440943	99.968315	0.0068395706	3
0.00753965	0.0068357084	0.010416563	99.96841	0.006799651	3
0.007527027	0.0068220026	0.010391955	99.968475	0.006784416	3
0.0075285863	0.006821014	0.010387769	99.96848	0.0067810337	3
0.0075428872	0.0068354364	0.01040612	99.96842	0.006789149	3
0.007561803	0.0068515763	0.010430096	99.96835	0.006802947	3
0.007588843	0.0068823965	0.010477122	99.968216	0.0068300664	3
0.00763978	0.0069229696	0.010550311	99.96802	0.006871809	3
0.007736336	0.0070076543	0.010699072	99.967606	0.006955314	3
0.007925226	0.007171501	0.010992387	99.9668	0.0071119205	3
0.00833536	0.0075148563	0.011611438	99.9651	0.0074371863	3
0.008799394	0.007828617	0.012208439	99.963356	0.007811812	3
0.009700882	0.0083873775	0.013242271	99.960236	0.00842761	3
0.012154793	0.009819444	0.015220573	99.95304	0.009758523	3
