W	N1	N2	N3	R	anotacion
99.992226	0.0021682333	0.0020177218	0.001756726	0.001825823	0
99.99441	0.0015593448	0.0014520164	0.0013071459	0.0012660922	0
99.99468	0.0014831867	0.001384095	0.0012500209	0.0011949979	0
99.994675	0.001491539	0.0013901659	0.0012559829	0.0011923027	0
99.994576	0.0015214094	0.0014145568	0.0012763495	0.0012117735	0
99.99447	0.0015528047	0.0014422885	0.0013022608	0.0012346541	0
99.99437	0.0015799764	0.0014659734	0.0013256142	0.0012548219	0
99.994286	0.0016036242	0.001487416	0.0013482493	0.0012728944	0
99.99419	0.0016331174	0.0015143818	0.001374916	0.0012947852	0
99.99406	0.0016668896	0.0015447796	0.0014054201	0.0013207254	0
99.99392	0.0017074739	0.0015820642	0.0014431361	0.0013513423	0
99.993805	0.0017407985	0.0016111078	0.0014705736	0.0013768455	0
99.9935	0.0018250863	0.0016889237	0.0015481098	0.0014408465	0
99.99316	0.0019177558	0.0017753737	0.0016374817	0.0015083031	0
99.992874	0.0019956464	0.0018484236	0.0017112583	0.0015634921	0
99.99264	0.0020640125	0.0019114292	0.0017743115	0.0016144745	0
99.99242	0.0021411479	0.0019611383	0.0018086996	0.0016568447	0
99.9919	0.0022906403	0.0020983925	0.0019486744	0.0017678416	0
99.991325	0.002462959	0.0022444527	0.0020768128	0.0018919122	0
99.99093	0.0025453006	0.0023559462	0.0022061681	0.0019652473	0
99.99081	0.0025813456	0.00239083	0.0022382652	0.001992836	0
99.99033	0.0027143543	0.0025075823	0.002354558	0.0020934136	0
99.98951	0.0029566581	0.0027160044	0.0025517398	0.0022652405	0
99.98871	0.003180575	0.0029196513	0.0027689142	0.0024195465	0
99.9876	0.0034897483	0.0032031073	0.0030662643	0.0026351486	0
99.9842	0.0044968775	0.0040922607	0.00387958	0.0033263408	0
99.97407	0.0075057084	0.006840159	0.0063050822	0.0052791345	0
99.89189	0.034083325	0.02961584	0.024154657	0.020258974	0
0.8518232	97.746346	0.71799326	0.3195974	0.36424202	1
0.7322781	1.4889281	96.30616	1.0234123	0.44922003	2
0.3660764	0.45430177	98.175446	0.7543986	0.24977227	2
0.17041977	0.25428358	99.17683	0.27191162	0.12655991	2
99.72403	0.07150062	0.09306671	0.06332513	0.04807334	0
0.51115644	98.51077	0.51233715	0.21345615	0.25228128	1
0.54157877	1.3424902	96.95831	0.73771966	0.41990155	2
0.081896745	0.13236852	99.57561	0.13776167	0.07236293	2
0.038738675	0.051760133	99.81323	0.06154321	0.03472751	2
0.038095523	0.0634846	99.80867	0.054326687	0.03542726	2
0.025384298	0.03586186	99.87577	0.039717853	0.023266278	2
0.015801173	0.021632679	99.9247	0.022493748	0.015366527	2
0.019792795	0.024702525	99.904724	0.031900987	0.018870877	2
0.030966798	0.037037957	99.84844	0.054438233	0.029111417	2
0.04016863	0.047657948	99.80046	0.074087925	0.03761992	2
0.20903838	0.22516274	98.85421	0.5245355	0.18705648	2
0.61024314	0.6326937	96.108	2.0971632	0.551897	2
0.08435715	0.09853104	99.55662	0.18030041	0.08019489	2
0.1916282	0.21049199	98.94141	0.47943807	0.17703721	2
0.13396773	0.1522648	99.27533	0.31276736	0.12566753	2
0.6590045	0.53052425	2.1326017	96.12496	0.55290234	3
0.30583414	0.33320922	98.20929	0.8649857	0.28667092	2
0.5724471	0.59885013	96.46026	1.8549343	0.5135142	2
0.3782955	0.25979444	0.79811597	98.295685	0.2681037	3
99.55391	0.10614106	0.1432797	0.12247569	0.074184105	0
9.914022	79.33151	6.5379434	2.2653918	1.9511296	1
2.3522067	86.74351	7.642779	1.6619471	1.5995564	1
0.1816537	0.35011834	99.044	0.27685654	0.1473689	2
0.05970558	0.081119426	99.70942	0.09946567	0.05028838	2
0.505413	0.6273719	97.02144	1.434083	0.41169593	2
0.15487735	0.13211112	99.48244	0.14880632	0.08176821	2
0.038446706	0.048964463	99.83162	0.049357735	0.031605925	2
0.079525344	0.08653382	99.62218	0.1450129	0.06675656	2
0.0927846	0.10363656	99.53742	0.18435581	0.08180385	2
0.5052759	0.59057903	97.191505	1.2963122	0.41632807	2
0.20542324	0.18817966	99.30454	0.19633204	0.10552272	2
0.06382119	0.07744377	99.68787	0.11468236	0.056195945	2
0.10419101	0.1311361	99.45517	0.21559519	0.09390438	2
0.1054424	0.12576988	99.44598	0.22598001	0.09683078	2
0.7466011	0.5833984	2.4065864	95.66119	0.60222816	3
1.1778774	1.1279832	92.528496	4.2024527	0.9631965	2
2.1670556	2.3522747	91.95771	2.4963408	1.0266211	2
0.16548228	0.30685768	99.14863	0.23306713	0.14595877	2
0.036844105	0.045916133	99.83076	0.054459576	0.03201802	2
0.042533085	0.050697505	99.7961	0.072172344	0.038497746	2
0.058353886	0.06647997	99.712906	0.10913309	0.053129457	2
0.061379142	0.07081048	99.692116	0.11895684	0.056729447	2
0.23972441	0.2630638	98.642044	0.63575363	0.2194109	2
0.82572305	0.66197044	2.8955696	94.914986	0.7017527	3
1.2358552	1.2823611	90.61685	5.747993	1.1169385	2
1.5973105	1.4504082	8.475448	86.99798	1.4788527	3
0.9677349	1.020127	93.050995	4.0669436	0.89419353	2
0.42978498	0.36554715	1.2772179	97.549995	0.37745127	3
0.19759762	0.16113998	0.47083703	99.00078	0.16964933	3
0.42863312	0.37159997	1.2868612	97.53565	0.37725595	3
0.95692873	0.9997841	93.55994	3.6537435	0.8296094	2
0.5010045	0.4353514	1.5852094	97.03724	0.44120014	3
0.6237463	0.5486482	2.136511	96.13977	0.5513279	3
0.1994546	0.15740764	0.44408873	99.039734	0.15931617	3
1.0386026	0.7688424	95.67497	1.9516597	0.56592685	2
0.10116483	0.11687999	99.53931	0.16157816	0.08106316	2
0.124011256	0.13391007	99.381065	0.25251535	0.1084922	2
