W	N1	N2	N3	R	anotacion
99.992325	0.002050168	0.0019158286	0.0017730612	0.0019436185	0
99.99465	0.0014390815	0.0013665772	0.0012640333	0.0012843398	0
99.99492	0.001370105	0.0013069127	0.0012081069	0.0011981005	0
99.994995	0.0013563263	0.0012906202	0.0011883695	0.0011640881	0
99.99523	0.0013125534	0.0012131493	0.0011078694	0.0011389089	0
99.995186	0.0013312304	0.001230035	0.001125163	0.0011298213	0
99.99511	0.0013540586	0.0012512566	0.0011445745	0.0011310431	0
99.99503	0.0013812146	0.0012729769	0.0011651211	0.0011422125	0
99.99496	0.0014093602	0.0012926747	0.001183072	0.0011581365	0
99.99491	0.0014244412	0.0013059237	0.0011930413	0.0011637048	0
99.99491	0.001422883	0.0013092674	0.0011998842	0.0011545355	0
99.99487	0.0014366867	0.001319511	0.0012094565	0.0011606953	0
99.99484	0.0014466137	0.0013259865	0.0012154973	0.0011638282	0
99.99481	0.0014591235	0.0013357247	0.0012234682	0.0011674422	0
99.99468	0.0015042765	0.0013643358	0.0012470123	0.001194185	0
99.994644	0.0014939953	0.0013859594	0.0012823442	0.0011998314	0
99.994774	0.0014713353	0.0013436654	0.0012314519	0.0011784153	0
99.994835	0.001451923	0.0013281623	0.0012222691	0.0011609814	0
99.994835	0.0014541734	0.0013308673	0.0012261652	0.001161972	0
99.99481	0.0014600795	0.0013354114	0.0012307345	0.0011655691	0
99.99481	0.0014604025	0.0013384742	0.00123544	0.0011628474	0
99.99481	0.0014596639	0.0013357191	0.001235105	0.0011630178	0
99.9948	0.0014623035	0.0013380006	0.0012376262	0.0011658476	0
99.9948	0.0014644471	0.0013418056	0.0012415798	0.0011639349	0
99.99478	0.0014678511	0.0013435016	0.0012438522	0.001166529	0
99.99477	0.0014688668	0.0013449372	0.0012466146	0.0011653111	0
99.99476	0.0014721085	0.0013458468	0.0012504231	0.0011676719	0
99.99474	0.0014840533	0.0013504786	0.0012550605	0.0011803363	0
99.99466	0.0015042794	0.0013672061	0.0012705642	0.001197725	0
99.99473	0.0014838383	0.0013537284	0.0012598214	0.0011796071	0
99.99481	0.0014593448	0.0013353083	0.0012392566	0.0011584248	0
99.99475	0.0014781366	0.0013473906	0.0012499983	0.0011731391	0
99.99471	0.0014901711	0.001357653	0.0012569735	0.0011798603	0
99.99468	0.0014993601	0.0013654414	0.0012624242	0.0011845746	0
99.99462	0.0015211651	0.0013805546	0.0012734095	0.0012019207	0
99.9946	0.0015255421	0.0013832202	0.0012773456	0.0012079513	0
99.99453	0.0015319589	0.0014090326	0.0013107631	0.0012238807	0
99.99478	0.0014693543	0.001340114	0.0012420233	0.0011693462	0
99.99478	0.0014679193	0.0013390206	0.0012418915	0.0011667787	0
99.994774	0.0014711156	0.0013411725	0.0012440131	0.0011667311	0
99.99475	0.0014820872	0.001349675	0.0012515434	0.0011706207	0
99.994644	0.0015152458	0.0013751743	0.0012736702	0.0011924227	0
99.99456	0.0015189132	0.0014076148	0.0013126761	0.0012056675	0
99.99456	0.0015188096	0.0014075635	0.0013136027	0.0012050774	0
99.99456	0.0015185667	0.0014073786	0.001315554	0.0012058509	0
99.99456	0.0015189782	0.0014074465	0.0013141064	0.0012059024	0
99.994545	0.0015222165	0.0014098658	0.0013152251	0.0012077366	0
99.99453	0.0015281409	0.001414672	0.0013185118	0.0012121698	0
99.99454	0.0015300695	0.0014162209	0.0013183693	0.0012129939	0
99.994514	0.0015333431	0.0014183451	0.0013192514	0.0012150839	0
99.99451	0.0015339161	0.0014173817	0.0013184922	0.0012164359	0
99.9945	0.0015377238	0.0014196872	0.0013183549	0.0012184245	0
99.99449	0.001541623	0.0014237425	0.0013234856	0.0012196972	0
99.994484	0.0015462231	0.001427155	0.0013268826	0.0012236419	0
99.99448	0.0015475345	0.0014286347	0.0013278773	0.0012239525	0
99.99453	0.0015487223	0.0014000796	0.0012900571	0.0012257608	0
99.9947	0.0014944413	0.0013605303	0.0012635725	0.0011818724	0
99.99463	0.0015177351	0.0013759106	0.001274325	0.0012058072	0
99.994736	0.0014797306	0.0013498057	0.0012571188	0.0011753705	0
99.99472	0.0014849657	0.0013568238	0.001261754	0.0011763064	0
99.99462	0.0015132088	0.0013755253	0.0012770621	0.0012008838	0
99.994606	0.0015196085	0.0013786241	0.0012779394	0.0012122975	0
99.99431	0.0016152681	0.0014575804	0.0013390506	0.0012770228	0
99.99372	0.0018046927	0.0016016194	0.0014587303	0.0014230715	0
99.99423	0.0016289162	0.0014921399	0.0013697598	0.0012712914	0
99.99418	0.0016495376	0.0015075369	0.0013796528	0.0012840783	0
99.993935	0.0017310694	0.0015740542	0.0014351445	0.0013326613	0
99.99295	0.0020609102	0.0018280471	0.0016159214	0.0015475964	0
99.99409	0.0016911307	0.0015298754	0.0013761919	0.0013161666	0
99.99473	0.0014813809	0.001368664	0.0012595558	0.0011613368	0
99.99483	0.0014528482	0.0013418493	0.0012394383	0.0011419407	0
99.99487	0.0014376668	0.0013267522	0.0012268987	0.0011333807	0
99.994896	0.0014301313	0.0013170991	0.0012190713	0.0011312508	0
99.99488	0.0014361987	0.0013213682	0.0012210332	0.0011373707	0
99.99487	0.0014376397	0.0013262457	0.001225094	0.001137705	0
99.99488	0.0014363861	0.0013275675	0.0012274188	0.0011361035	0
99.994865	0.0014399325	0.0013298548	0.0012286571	0.00113727	0
99.994865	0.0014362354	0.001330056	0.0012338591	0.0011346003	0
99.99491	0.001423994	0.0013164491	0.0012244416	0.0011292031	0
99.99489	0.0014283967	0.0013210163	0.0012269084	0.0011320626	0
99.994896	0.0014273734	0.0013192552	0.0012250134	0.001131323	0
99.99492	0.0014246735	0.0013125105	0.0012199092	0.0011310417	0
99.99492	0.0014248305	0.0013088423	0.0012163062	0.0011327234	0
99.9949	0.0014294587	0.0013126094	0.0012189586	0.0011345096	0
99.99492	0.0014240742	0.0013044695	0.0012156724	0.0011352773	0
99.99492	0.0014225304	0.0013063302	0.0012181858	0.0011342911	0
99.99494	0.001414553	0.0013049319	0.001218516	0.0011255136	0
99.99495	0.001414272	0.0013013214	0.001216421	0.0011276498	0
99.99492	0.0014210815	0.0013118548	0.0012240224	0.0011302878	0
99.99492	0.0014183752	0.001310038	0.0012217228	0.0011271029	0
99.994934	0.0014171883	0.0013035007	0.001218467	0.0011288669	0
99.99491	0.0014247041	0.001310455	0.0012224949	0.0011323369	0
99.99492	0.0014197901	0.0013026868	0.00121829	0.001131717	0
99.99493	0.0014177285	0.0013060735	0.001222021	0.0011270341	0
99.99492	0.0014215985	0.001310603	0.001226841	0.0011264511	0
99.99493	0.0014218168	0.001306635	0.0012250695	0.0011263464	0
99.99489	0.0014325649	0.0013104248	0.0012293893	0.0011329912	0
99.994835	0.0014548167	0.0013168168	0.0012360204	0.0011529302	0
99.99454	0.0015172513	0.0014121833	0.0013326167	0.0011886975	0
99.99478	0.0014617442	0.0013448492	0.0012604715	0.0011528773	0
99.994835	0.0014409772	0.0013298055	0.0012505265	0.0011390916	0
99.994865	0.0014353957	0.00132362	0.0012479546	0.0011351616	0
99.99489	0.0014281757	0.0013143726	0.001239242	0.0011321417	0
99.994865	0.0014343953	0.001321961	0.0012444782	0.001137638	0
99.994865	0.0014302065	0.001321662	0.001243979	0.0011338365	0
99.99488	0.0014297934	0.0013156738	0.0012372588	0.0011362683	0
99.994865	0.0014368267	0.001323991	0.0012402933	0.0011408932	0
99.99484	0.0014422486	0.0013309268	0.0012440474	0.0011424425	0
99.99481	0.001449319	0.0013412862	0.0012518789	0.0011446696	0
99.99479	0.0014559169	0.0013483075	0.0012579581	0.0011483649	0
99.99481	0.0014495282	0.0013430759	0.0012562886	0.0011454793	0
99.994835	0.0014427851	0.0013355563	0.0012501264	0.001142974	0
99.99483	0.0014441696	0.0013364168	0.001251699	0.0011439609	0
99.99483	0.0014459773	0.0013378427	0.0012516507	0.0011449233	0
