W	N1	N2	N3	R	anotacion
99.99137	0.0024117823	0.002212585	0.0019722716	0.002033787	0
99.993256	0.0018846665	0.001727065	0.00156592	0.0015708003	0
99.993744	0.0017504159	0.0016081881	0.0014517641	0.0014446327	0
99.99362	0.0017923882	0.0016437896	0.0014773381	0.0014635404	0
99.99339	0.0018649598	0.0017048124	0.0015278243	0.0015082577	0
99.99322	0.0019232528	0.0017531416	0.0015664367	0.0015425192	0
99.993095	0.0019627982	0.0017867866	0.0015928556	0.0015651212	0
99.993004	0.0019920568	0.0018111452	0.0016115059	0.0015807662	0
99.99285	0.0020400777	0.0018495918	0.0016406253	0.0016115733	0
99.992546	0.0021328153	0.0019299833	0.0017076591	0.0016763099	0
99.99144	0.0024814978	0.002209558	0.0019434667	0.0019256582	0
99.9911	0.0025744224	0.0022983996	0.002032478	0.0019941868	0
99.98999	0.0029167323	0.002580849	0.0022797608	0.0022309904	0
99.98838	0.0034237914	0.0029909557	0.0026361782	0.002569611	0
99.98715	0.0038068264	0.0033009027	0.0029074003	0.0028304495	0
99.986855	0.0038910778	0.0033818248	0.0029762646	0.00289578	0
99.98612	0.004115842	0.0035739148	0.0031300886	0.0030610408	0
99.98081	0.005817763	0.0049235583	0.0042398036	0.0042098	0
99.97711	0.006970035	0.005910992	0.0050735376	0.0049287244	0
99.97654	0.0071409303	0.0060688495	0.005202724	0.005051448	0
99.97399	0.008029385	0.0066988184	0.005696956	0.0055918517	0
99.97429	0.007854947	0.006658553	0.005679477	0.0055182353	0
99.97382	0.008007736	0.006771236	0.005775909	0.0056235017	0
99.973755	0.0080237845	0.0067813913	0.005789333	0.0056431466	0
99.977646	0.0067480584	0.0057910867	0.004973855	0.0048449715	0
99.97542	0.007474499	0.006353206	0.0054419846	0.0053109196	0
99.97453	0.0077550495	0.006588159	0.0056374427	0.005491862	0
99.976265	0.0072425827	0.0060915174	0.0051976414	0.0052006165	0
99.97389	0.007950131	0.0067514745	0.0057787206	0.0056240475	0
99.97309	0.008210685	0.006952588	0.0059524095	0.0057945587	0
99.973335	0.008124585	0.006883141	0.0059066946	0.0057447003	0
99.97752	0.0067227245	0.005839411	0.0050636693	0.004853918	0
99.97777	0.0066531664	0.0057614082	0.005008539	0.0048042685	0
99.97855	0.006542838	0.0055042617	0.0047080326	0.0046889824	0
99.9674	0.010311961	0.00826701	0.006948238	0.0070617176	0
99.96977	0.009285343	0.0078053456	0.006694062	0.006451168	0
99.97421	0.007950915	0.0066040074	0.005625495	0.005607294	0
99.95674	0.014001362	0.010901263	0.009104786	0.009249384	0
99.9556	0.014087773	0.0113889	0.009633728	0.009285207	0
99.93186	0.02245462	0.017304752	0.014264056	0.014119072	0
99.8957	0.03575907	0.026095215	0.021033918	0.021414028	0
99.94293	0.01852594	0.0145396665	0.01193467	0.012068929	0
99.976746	0.006974861	0.0060375878	0.005248278	0.004989162	0
99.983444	0.0048913225	0.00429173	0.003786583	0.0035897559	0
99.98487	0.004447411	0.0039104368	0.0034782628	0.003293033	0
99.98519	0.004354863	0.0038163632	0.0034284461	0.0032097828	0
99.98648	0.0039491626	0.0034787504	0.0031918164	0.0028940379	0
99.98692	0.0038282291	0.0033714925	0.0031049466	0.0027787061	0
99.98816	0.003450766	0.0030647735	0.0027942066	0.002534507	0
99.98957	0.0030073565	0.0026981721	0.0024729047	0.0022506125	0
99.98992	0.002906568	0.0026017982	0.002393927	0.0021830616	0
99.99007	0.0028761895	0.0025578013	0.0023300564	0.0021685227	0
99.98941	0.0030918978	0.002725049	0.002438977	0.0023377677	0
99.98821	0.003476926	0.0030248207	0.0026707402	0.002615584	0
99.986275	0.004084931	0.0035118486	0.0030810453	0.0030429205	0
99.9832	0.0050552483	0.0042790244	0.003762503	0.0037059425	0
99.971146	0.009038483	0.007248446	0.0062913597	0.0062677027	0
99.87691	0.04348557	0.029891036	0.024732368	0.024979526	0
4.9260135	91.133	1.7265981	1.0613235	1.1530639	1
0.59137744	98.53814	0.40373263	0.21641539	0.2503301	1
0.5241331	98.50892	0.49568224	0.22100653	0.25026196	1
98.44168	0.68585634	0.36683464	0.24760903	0.25802308	0
0.25976026	99.23573	0.24620187	0.11699711	0.14130133	1
0.7869101	96.93404	1.3676165	0.42534825	0.48608077	1
89.005005	5.791096	2.5543957	1.2398845	1.4096117	0
0.6515407	98.15519	0.63256824	0.24980123	0.31089368	1
1.5731294	5.933316	89.634254	1.5566779	1.3026192	2
0.53926504	1.526999	96.88202	0.56008196	0.4916296	2
0.025757112	0.0393284	99.871544	0.038717218	0.02464518	2
0.014174693	0.019152386	99.93192	0.020945402	0.013803655	2
0.011946266	0.01581132	99.94355	0.016922742	0.011777875	2
0.0107520195	0.014554479	99.94928	0.014705399	0.010708739	2
0.014105509	0.017888341	99.93315	0.02120012	0.013649309	2
0.010838617	0.013913626	99.949234	0.015462452	0.010553907	2
0.011419706	0.015157845	99.94562	0.016753484	0.011047212	2
0.01299725	0.016432762	99.93857	0.019532181	0.012478238	2
0.013639144	0.017492035	99.93503	0.020752681	0.013082948	2
0.014794093	0.018656045	99.92953	0.02290469	0.014111847	2
0.022035021	0.026979594	99.89328	0.036852483	0.020854918	2
0.032316986	0.038995378	99.840454	0.05785179	0.030388214	2
0.024180058	0.029998595	99.8818	0.041176707	0.022846889	2
0.041325193	0.05019481	99.79203	0.077711165	0.03874019	2
0.03367288	0.04313275	99.830315	0.061092652	0.03179351	2
0.12714215	0.14943665	99.308655	0.29694304	0.11781264	2
0.58576435	0.62710273	96.30861	1.9675598	0.51097244	2
0.24520697	0.30606657	98.56092	0.65966994	0.22813517	2
0.46938094	0.51760566	97.07946	1.5137074	0.41983953	2
0.69263226	0.77100754	95.36761	2.538712	0.6300434	2
1.0721724	0.93484575	4.380823	92.67411	0.9380473	3
1.6598575	1.865116	85.94374	9.023607	1.5076722	2
0.42499864	0.36348903	1.253333	97.587555	0.37062514	3
1.4583296	1.3798887	7.5045466	88.31102	1.3462181	3
0.22720392	0.19770686	0.5802283	98.7917	0.20315883	3
0.124179736	0.107545964	0.27565107	99.38116	0.11146421	3
0.09674745	0.08352693	0.20463869	99.52809	0.086995475	3
0.08368844	0.07193107	0.17231692	99.59686	0.075199865	3
0.08491606	0.07290901	0.1755111	99.59026	0.0763996	3
0.13643304	0.1208756	0.31509125	99.30451	0.12308235	3
0.052593693	0.04582108	0.1007924	99.752335	0.048458494	3
0.044654164	0.038834833	0.08324092	99.79209	0.041175522	3
0.040428933	0.03513048	0.07415344	99.813034	0.03725595	3
0.035612788	0.030903917	0.06397892	99.83664	0.032866556	3
0.032437213	0.028117716	0.05741171	99.852104	0.029931212	3
0.029002797	0.025144396	0.050725386	99.86838	0.026747627	3
0.026155883	0.022742717	0.04538522	99.881645	0.024076035	3
0.023147646	0.0200965	0.039436847	99.89605	0.021268146	3
0.020812042	0.018040366	0.03489638	99.90717	0.019081876	3
0.019044403	0.016488006	0.031517655	99.91553	0.017421748	3
0.017820671	0.015413304	0.029212542	99.92128	0.016271343	3
0.01645464	0.014219112	0.02665399	99.92767	0.014997881	3
0.01562631	0.013491483	0.025117418	99.93155	0.014215371	3
0.014950333	0.012895178	0.02386133	99.93473	0.013570729	3
0.014672331	0.012646711	0.023356408	99.93601	0.013307953	3
0.013716228	0.011814309	0.021592597	99.94045	0.012423243	3
0.013242131	0.011399712	0.02072028	99.942665	0.011971422	3
0.012904494	0.011102275	0.020099109	99.944244	0.011648181	3
0.012595463	0.010829972	0.01952789	99.945694	0.011351317	3
0.012335303	0.010600667	0.019047163	99.946915	0.011101296	3
0.012134509	0.010422271	0.018674014	99.94786	0.010906876	3
0.011968536	0.010273918	0.018365493	99.94865	0.0107472995	3
0.011791806	0.010117423	0.018037112	99.94947	0.010578956	3
0.011654918	0.009995438	0.017780624	99.95012	0.010446385	3
0.011532552	0.009886473	0.017550886	99.9507	0.010328531	3
0.011424858	0.009790499	0.017348114	99.95121	0.010224513	3
0.011347659	0.009719863	0.017197983	99.95159	0.0101462025	3
0.01128319	0.009660883	0.017074194	99.9519	0.010084143	3
0.011182445	0.0095715765	0.016884297	99.95238	0.009987783	3
0.011126462	0.009520578	0.016775038	99.952644	0.009931759	3
0.011114389	0.009505986	0.016742436	99.95273	0.00991464	3
0.010984629	0.009393608	0.016508887	99.95331	0.009802952	3
0.010915406	0.009332363	0.016379766	99.953636	0.009740471	3
0.010847053	0.009272153	0.016251016	99.95396	0.009676756	3
0.010794492	0.009225508	0.016150441	99.9542	0.009626999	3
0.010746952	0.009183277	0.016059672	99.95443	0.0095835095	3
0.010706286	0.00914684	0.015981425	99.95462	0.009546145	3
0.010662299	0.0091078915	0.015896969	99.95483	0.009505819	3
0.010627782	0.0090770535	0.015828816	99.954994	0.009472717	3
0.010592656	0.009045999	0.01575814	99.95516	0.009437922	3
0.010570238	0.009025427	0.015711952	99.95528	0.009416157	3
0.010548901	0.009005891	0.01566969	99.955376	0.009398594	3
0.010512442	0.008973627	0.015599343	99.95554	0.0093662925	3
0.010499132	0.008961096	0.0155713	99.95561	0.00935527	3
0.010457029	0.008924699	0.015491289	99.95581	0.009317548	3
0.01043886	0.008908506	0.015452961	99.9559	0.009300021	3
0.010408318	0.008882328	0.015394969	99.95604	0.009273791	3
0.010381188	0.008858945	0.015342908	99.95617	0.009250124	3
0.010357209	0.008838087	0.0152966855	99.95628	0.009228977	3
0.010333005	0.008817161	0.015250777	99.95639	0.009208571	3
0.010303685	0.008791714	0.015192445	99.95653	0.009181472	3
0.010283272	0.008774062	0.0151525205	99.95663	0.009164343	3
0.010259432	0.00875316	0.015104575	99.95674	0.00914228	3
0.010245626	0.008741017	0.015076203	99.95681	0.009131767	3
0.010220509	0.008719244	0.015026449	99.956924	0.009108842	3
0.010202425	0.008703864	0.014990481	99.95701	0.009093299	3
0.010188596	0.008691495	0.014960137	99.95708	0.009080177	3
0.0101841455	0.0086870175	0.01494577	99.95711	0.009074728	3
0.010155623	0.008663266	0.014892209	99.95724	0.009050324	3
0.010148351	0.008657132	0.014873706	99.95728	0.0090428805	3
0.010132013	0.008643759	0.014839857	99.95736	0.009027013	3
0.010140899	0.008651302	0.014849382	99.95733	0.009033121	3
0.010127682	0.008640783	0.01481929	99.9574	0.009018474	3
0.010143844	0.008654609	0.014842767	99.95733	0.009031999	3
0.010161754	0.008669707	0.014868159	99.95725	0.009047032	3
0.010204691	0.008705591	0.014935163	99.95707	0.009082197	3
0.010267025	0.008758086	0.0150336735	99.9568	0.009132673	3
0.010386111	0.008857274	0.0152255455	99.95631	0.009228806	3
0.010592592	0.009028252	0.015560926	99.95542	0.009396512	3
0.010949506	0.009317551	0.016136965	99.95392	0.009680046	3
0.011621943	0.009861478	0.01722437	99.95108	0.010215192	3
0.012921089	0.010909574	0.019355845	99.945564	0.011248606	3
0.015835928	0.013242065	0.024248833	99.93311	0.013562212	3
0.022098897	0.018017944	0.0347708	99.90677	0.018340312	3
0.035660375	0.028234074	0.05873722	99.84851	0.028853355	3
0.18203786	0.122263744	0.2900539	99.29272	0.11293341	3
5.495182	7.296289	71.44083	12.823667	2.9440274	2
