W	N1	N2	N3	R	anotacion
99.987915	0.00332643	0.0029027371	0.002574947	0.0032812331	0
99.99398	0.0016417031	0.00150514	0.0013900576	0.0014927357	0
99.99439	0.0015312877	0.0014137863	0.0013054238	0.0013538182	0
99.99441	0.0015372725	0.0014199198	0.001308989	0.0013315433	0
99.99436	0.0015610855	0.0014327407	0.0013141794	0.0013243896	0
99.99426	0.0016027011	0.0014622452	0.0013417242	0.0013315096	0
99.993706	0.001776124	0.0015862335	0.0014309807	0.0015039593	0
99.993965	0.0017145696	0.0015430221	0.0013902424	0.0013902364	0
99.9941	0.0016563191	0.0015131666	0.0013914715	0.0013368006	0
99.99405	0.001673947	0.0015289459	0.0014066972	0.001345926	0
99.994026	0.0016804545	0.0015328713	0.0014102578	0.0013482354	0
99.99401	0.0016852042	0.0015395732	0.0014219024	0.0013450232	0
99.993935	0.0017084078	0.0015581412	0.001436651	0.0013560113	0
99.99386	0.0017359215	0.0015780368	0.0014482394	0.0013724127	0
99.99384	0.0017429042	0.0015850975	0.0014564636	0.0013734221	0
99.99377	0.0017712387	0.0016035188	0.0014653567	0.0013939469	0
99.99379	0.0017608108	0.0015978197	0.0014641782	0.0013839332	0
99.993805	0.0017529367	0.0015942652	0.0014690789	0.0013726504	0
99.99374	0.0017793211	0.0016125512	0.0014789988	0.0013892761	0
99.99368	0.0018007249	0.0016261043	0.0014850203	0.0014067731	0
99.993744	0.0017803855	0.0016140871	0.0014830923	0.0013866166	0
99.99367	0.0018043764	0.0016313321	0.0014933007	0.0014045961	0
99.99373	0.0017812863	0.0016178819	0.0014927434	0.001384025	0
99.99368	0.0017913921	0.0016268074	0.0015022693	0.0013901524	0
99.9937	0.0017887835	0.0016237457	0.0014985598	0.0013909704	0
99.99378	0.0017601342	0.0016016942	0.0014849666	0.0013722406	0
99.9939	0.0017531485	0.0015821217	0.0014297495	0.0013451712	0
99.99385	0.0017665828	0.0015898802	0.0014359878	0.0013519027	0
99.993706	0.0017876165	0.0016238696	0.0015053974	0.0013848412	0
99.99371	0.0017873487	0.0016248962	0.0014965005	0.0013824715	0
99.9937	0.0017906779	0.0016292621	0.0015026092	0.0013851541	0
99.993744	0.0017688959	0.0016141359	0.001497191	0.0013690905	0
99.99369	0.0017865767	0.0016286843	0.0015115306	0.0013813266	0
99.99369	0.0017866485	0.0016186326	0.0015075976	0.0013911161	0
99.99375	0.001764846	0.0016084419	0.0014924512	0.0013756382	0
99.993835	0.0017403011	0.0015910751	0.0014827667	0.0013557078	0
99.993805	0.0017503778	0.0015975008	0.0014974719	0.0013614495	0
99.99373	0.0017749679	0.0016173597	0.0015029701	0.0013774532	0
99.99368	0.0017828676	0.0016244996	0.0015206637	0.0013866557	0
99.993744	0.0017665986	0.0016137821	0.0015046496	0.001374512	0
99.99372	0.0017724333	0.0016187609	0.0015088805	0.0013777557	0
99.99386	0.0017731674	0.0015918886	0.0014373244	0.0013452725	0
