W	N1	N2	N3	R	anotacion
99.99002	0.0027866228	0.002500959	0.0022494702	0.0024412689	0
99.99152	0.002392982	0.002123322	0.0019294943	0.0020317738	0
99.99208	0.0022352287	0.0019895332	0.0017964036	0.0018885295	0
99.992035	0.0022596805	0.0020114623	0.0018026518	0.0018911879	0
99.99156	0.002411499	0.002133205	0.0019009289	0.0019916138	0
99.989334	0.0030875518	0.0026339511	0.0023477552	0.002595732	0
99.99065	0.0026949693	0.002370698	0.002108271	0.0021653695	0
99.98995	0.0029023425	0.0025507142	0.0022703938	0.002321978	0
99.98925	0.0031140312	0.0027332017	0.002422328	0.0024704854	0
99.98824	0.0034312815	0.00299332	0.0026363987	0.002691021	0
99.986404	0.004020386	0.003452253	0.0030181857	0.003103025	0
99.98407	0.0047641643	0.004031072	0.0035122586	0.0036266588	0
99.98143	0.0056226263	0.0046933927	0.004072124	0.004190922	0
99.97552	0.007590864	0.006120203	0.0052819597	0.0054898974	0
99.97256	0.008546629	0.006871409	0.005937878	0.006091089	0
99.95491	0.014667441	0.011137654	0.009502931	0.009779528	0
99.63157	0.14707673	0.08296913	0.06621489	0.072182596	0
99.57775	0.16802041	0.095654614	0.076577924	0.08200023	0
99.40049	0.24724308	0.13212286	0.10542785	0.11471687	0
98.010826	0.9293355	0.4017015	0.31859636	0.33954412	0
3.9161298	92.380684	1.5572183	1.0286839	1.1172806	1
1.4488324	96.63126	0.83378655	0.51341164	0.5726981	1
0.89965135	97.71198	0.61640936	0.36180353	0.41015482	1
0.6445902	98.27156	0.49578217	0.27259704	0.31546548	1
0.76134026	97.90863	0.622603	0.32712543	0.38028884	1
2.8966098	93.60549	1.6231534	0.9051346	0.96961015	1
0.55283487	98.35524	0.5330334	0.25393492	0.30495498	1
0.9171459	97.18553	1.0211405	0.40042806	0.47575632	1
96.85606	1.4623957	0.7157356	0.4747062	0.49110103	0
0.51167065	98.54153	0.43990085	0.21995512	0.28694808	1
0.6111283	97.743965	0.85062015	0.33805305	0.45623514	1
1.471285	95.24963	1.5446972	0.6584925	1.0758872	1
26.538092	60.113968	6.545507	3.2189887	3.583439	1
1.5416946	95.6642	1.4924167	0.5752738	0.726422	1
5.9991274	86.2974	4.3194103	1.532663	1.8514017	1
99.76607	0.08132666	0.061360426	0.04491832	0.0463303	0
99.87271	0.042722102	0.033000685	0.025172878	0.026400998	0
99.9154	0.027566273	0.021813706	0.017300302	0.017930761	0
99.8977	0.034272913	0.0257139	0.020660982	0.021654937	0
99.76815	0.08452965	0.055965107	0.044014294	0.047341913	0
93.41413	3.5278213	1.2234272	0.843918	0.9907004	0
82.25624	11.035802	2.7883801	1.8085437	2.111038	0
20.28623	68.84203	5.082648	2.7154074	3.0736847	1
75.07293	15.80566	4.0954337	2.3662384	2.6597393	0
12.782515	77.980576	4.5923	2.1565263	2.4880786	1
99.17215	0.33475757	0.19738512	0.14432411	0.15139046	0
94.08715	3.0412004	1.1789315	0.7931973	0.89952105	0
22.764473	66.373726	4.682661	2.7537928	3.4253411	1
1.60863	96.163826	1.0761052	0.5118563	0.63958055	1
1.1151626	96.97009	0.9906777	0.4114949	0.5125764	1
1.1900182	96.269066	1.4060172	0.4932953	0.6416035	1
1.4459927	95.36984	1.831622	0.607024	0.74551773	1
3.9541006	81.00947	10.51733	2.0731287	2.4459689	1
4.089688	78.90735	12.115586	2.2036045	2.6837678	1
2.7774465	6.384773	87.166275	2.007588	1.6639167	2
1.8401732	3.7073693	91.92839	1.3877258	1.136339	2
2.0175464	5.82418	88.99647	1.5798366	1.5819714	2
0.56767327	1.0661374	97.36874	0.5527933	0.4446625	2
0.19720636	0.26874563	99.08549	0.28858596	0.15997069	2
0.123057805	0.15408756	99.4368	0.18468484	0.1013708	2
0.11544937	0.13749118	99.48343	0.17003882	0.09359254	2
0.17455888	0.2153524	99.26261	0.21869747	0.12877549	2
14.785864	12.046595	66.48681	3.4648664	3.2158635	2
3.9789639	74.878555	15.825464	2.529986	2.7870355	1
0.29458517	0.5172987	98.59577	0.360301	0.23203851	2
0.10636252	0.14075163	99.53646	0.131936	0.084488496	2
0.12676427	0.14058112	99.47756	0.15866445	0.09642852	2
0.59051174	0.92356557	97.54523	0.48848674	0.45221177	2
64.354454	13.119825	15.700436	3.367895	3.4573848	0
4.139162	82.115685	9.642088	1.9410958	2.16197	1
0.350781	0.66285264	98.3703	0.32947183	0.28659493	2
0.11622815	0.17724214	99.49419	0.11562773	0.09671913	2
0.0456549	0.05730674	99.80454	0.05481974	0.037674632	2
0.043022163	0.052929938	99.81262	0.055398583	0.036024816	2
0.0653597	0.07552539	99.71901	0.08727532	0.052830897	2
0.033792034	0.04185556	99.84953	0.04523339	0.029582763	2
0.039784983	0.04643419	99.82375	0.05608674	0.033939045	2
0.03634169	0.04315297	99.83655	0.05224434	0.031721756	2
